family,father_height,mother_height,midparent_height,gender,child_height
182,66,61.5,66.21000000000001,male,70
183,66,60,65.4,male,68
183,66,60,65.4,male,67
183,66,60,65.4,male,65
183,66,60,65.4,female,60
184,66,60,65.4,male,65
185,66,59,64.86,male,68
185,66,59,64.86,male,67
185,66,59,64.86,male,66.5
185,66,59,64.86,male,66
185,66,59,64.86,male,65.7
185,66,59,64.86,male,65.5
185,66,59,64.86,male,65
185,66,59,64.86,female,65
185,66,59,64.86,female,64
185,66,59,64.86,female,63
185,66,59,64.86,female,62
185,66,59,64.86,female,61
185,66,59,64.86,female,60
185,66,59,64.86,female,58
185,66,59,64.86,female,57
186,65,67,68.68,male,66.5
186,65,67,68.68,male,66
186,65,67,68.68,male,66
186,65,67,68.68,female,65
187,65,67,68.68,female,63
188,65,66,68.14,male,63
188,65,66,68.14,female,63
188,65,66,68.14,female,63
188,65,66,68.14,female,60
189,65,66,68.14,male,67
189,65,66,68.14,male,66
189,65,66,68.14,male,65
189,65,66,68.14,female,65
189,65,66,68.14,female,61
190,65,65,67.6,male,69
190,65,65,67.6,male,68
190,65,65,67.6,male,68
190,65,65,67.6,female,65
190,65,65,67.6,female,65
190,65,65,67.6,female,62
190,65,65,67.6,female,62
190,65,65,67.6,female,61
190,65,65,67.6,female,59
191,65,65.5,67.87,male,70.7
191,65,65.5,67.87,female,65.5
192,65,65,67.6,male,69.2
192,65,65,67.6,male,69
192,65,65,67.6,male,68
192,65,65,67.6,male,67.7
192,65,65,67.6,female,64.5
192,65,65,67.6,female,60.5
193,65,64,67.06,male,67
193,65,64,67.06,male,67
193,65,64,67.06,female,64
193,65,64,67.06,female,64
193,65,64,67.06,female,62.5
193,65,64,67.06,female,60.5
194,65,63,66.52000000000001,male,70
194,65,63,66.52000000000001,female,63
195,65,63,66.52000000000001,male,66
195,65,63,66.52000000000001,male,66
195,65,63,66.52000000000001,female,63
196,65.5,63,66.77000000000001,male,71
196,65.5,63,66.77000000000001,male,71
196,65.5,63,66.77000000000001,male,69
196,65.5,63,66.77000000000001,female,63.5
197,65.5,60,65.15,male,68
197,65.5,60,65.15,male,68
197,65.5,60,65.15,male,67
197,65.5,60,65.15,male,67
197,65.5,60,65.15,female,62
198,64,64,66.56,male,71.5
198,64,64,66.56,male,68
198,64,64,66.56,female,65.5
198,64,64,66.56,female,64
198,64,64,66.56,female,62
198,64,64,66.56,female,62
198,64,64,66.56,female,61
199,64,64,66.56,male,70.5
199,64,64,66.56,male,68
199,64,64,66.56,female,67
199,64,64,66.56,female,65
199,64,64,66.56,female,64
199,64,64,66.56,female,64
199,64,64,66.56,female,60
200,64,63,66.02000000000001,male,64.5
201,64,60,64.4,male,66
201,64,60,64.4,female,60
202,63,63.5,65.78999999999999,female,68.5
202,63,63.5,65.78999999999999,female,63.5
203,62,66,66.64,male,64
203,62,66,66.64,female,62
203,62,66,66.64,female,61
204,62.5,63,65.27000000000001,male,66.5
204,62.5,63,65.27000000000001,female,57
